label,text
1,John McCain says it's okay with him if the U.S. spends the next thousand years in Iraq.
1,Medicaid expansion could cost the Commonwealth of Virginia over $1 billion a year...
0,This kind of snowstorm happens every 10 or 15 years.
1,On transparency in dealing with the Republican Party of Florida's financial issues.
1,Pasco County schools have graduation rates substantially higher than the state average and dropout rates below the state average.
1,Says Donald Trump has given more money to Democratic candidates than Republican candidates.
0,A loophole still exists which allows members of Congress and high-powered executive branch appointees to exploit 'insider' knowledge of the financial industry in order to turn personal profit.
0,The (federal) debt is growing by more than $4 billion a day.
0,"Boston is just 60 minutes away and its offering subsidies to developers who can charge higher rent than you can get in Providence while construction costs are more or less equal. As a result, the Boston skyline is completely dominated by the cranes."
1,Africa is spending the highest percentage of their GDP on education of any part of the world.
1,Social Security and Medicare are a Ponzi scheme.
0,Says Dan Patrick has called immigration into Texas an invasion and said immigrants coming into Texas bring third-world diseases.
0,The murder rate in Atlanta is on the rise this year.
1,Homicides against blacks have tripled since Floridas stand your ground law has been in existence.
1,We have 650 people who move to Texas every day.
1,Rep. Robert Hurt voted again today to end Medicare and raise health care costs for Virginia seniors.
1,Turkey is an Arab country.
1,"We had a massive landslide victory, as you know, in the Electoral College."
0,"Amiddle-class family donates $1 to charity, they get 15 cents off their income tax. Bill Gates donates $1 to charity, he takes 35 cents off his income tax."
1,Says President Barack Obama built this $16 trillion debt.
0,Congressional Budget Office says 8 (percent) unemployment till 2014!
1,"1928 was last time Republicans had the White House, the House and the Senate."
1,In this country we have more natural gas than Saudi Arabia has oil.
0,Sherrod Brown has been running for public office since Richard Nixon was president.
0,A ham and cheese sandwich on one slice of bread is the responsibility of the USDA ... But a ham and cheese sandwich on two slices of bread is the responsibility of the Food and Drug Administration.
0,"Under Obamacare, The IRS will have access to the American peoples protected health care information."
0,Travis County is surrounded by red counties.
1,You cant pass a budget in the Senate of the United States without 60 votes.
1,Under the Baucus bill ... federal funds would subsidize coverage of elective abortions.
1,"My opponent, in 2008, had contributions investigated by the federal government."
0,My opponent on day one of this campaign attacked me on Medicare and Medicare Advantage and that claim was found to be False.
1,Mitt Romney has 15 homes.
0,"Says New Jerseys unemployment is significantly lower than it was when I got here. And weve created 50,000 new private sector jobs in the last 20 months after having lost 117,000 in the year before I got here."
0,In Cuyahoga County ... 56 percent of weekend voters in 2008 were African American while adult African Americans comprise 28 percent of the county population.
1,SaysDavid Perdue made tens of millions of dollars piling a firm with billions in debt.
0,"One in four Texans lacks health insurance, the highest proportion in the nation."
0,We already have $23 billion worth of debt.
1,"Dozens of artists, including Justin Timberlake, Jay Z and Rihanna, are canceling Florida shows like Stevie Wonder in protest of stand your ground."
1,Latinos now make up the majority population in Texas.
0,"There are corporations in this nation, some of the biggest corporations in this nation, who do not pay taxes."
1,"If you have an investment for your child's education or own a mutual fund or a stock in a retirement plan, (Obama) is going to raise your taxes."
1,U.S. Rep. Stephen Fincher is the only working farmer currently serving in the House.
1,Says the Annies List political group supports third-trimester abortions on demand.
0,"Since being elected in 2002, Scott Walker has given back over $370,000 of his salary to the county."
0,Says Paul Ryan is still endorsing Trump.
1,I have spent virtually every weekend since Memorial Day in the Panhandle.
0,Last week the Blue Chip Economic Indicators came out that surveys lots of private forecasters. Almost all of them are predicting a turnaround in the third quarter and positive growth in the fourth quarter.
0,"The radiation coming from the new TSA body scanners is equivalent to about three minutes worth of air travel by anybody, say, at 30,000 feet."
1,On applying prosecutorial discretion to immigration cases.
1,"As governor, Kasich delivered the largest tax cut in the nation."
1,"Says a YouTube video shows Thomas DiMassimo, the man who rushed Trump at an Ohio rally, dragging the American flag on the ground like it was a piece of garbage."
0,Two thirds to three quarters of people without [health] insurance in Rhode Island work.
0,"On Medicare for current retirees, hes cutting $716 billion from the program."
0,The national debt grew an estimated$15 billion last weekend.
0,Our rainy day fund has gone from 89 cents to $240 million.
1,Mitt Romney is the first major party candidate for president of the United States in modern times not to release at least 12 years of tax returns.
0,Says our deficits are falling at the fastest rate in 60 years.
1,Says Peter Kilmartin has only three years experience in his own law practice.
1,"Dan Seals has been running for office since before there were, like, iPods."
0,Odds of winning the Monopoly Millionaire instant win game are 1 in 3.27.
0,"For every $10,000 invested in business incubators, up to nearly 70 local jobs are generated."
1,1 percent of candidates that (the National Rifle Association) endorsed in 2012 won.
1,"Over the next two years, this $1.8 billion deficit will cost individual Wisconsinites $300 each, or $1,200 for families of four."
0,Obamacare was patterned after (Mitt Romneys) plan in Massachusetts.
0,State revenue projections have missed the mark month after month.
1,Says Hillary Clinton doesnt believe in your right to keep a gun at home for self-defense.
0,"Under the compromise tax agreement, 99.7% of American families will not pay 1 nickel in an estate tax."
0,We now consume at the federal level 25 percent of the gross domestic product. Historically we were at 20 percent. So weve taken 5 percent away from the private sector.
1,Says U.S. Rep. Debbie Wasserman Schultz voted to cut off Floridas veterans and their benefits.
0,"The health care plan for members of Congress ""is no better than the janitor who cleans their offices."""
1,Says in 1944 we were in debt more than twice as much as we are now.
0,"If it is enacted, the Senate immigration bill is going to make the Border Patrol bigger than the FBI -- you could put one agent every 250 feet."
0,Could I just point out that ... I seem to get the first question all the time?
0,More children die in agricultural jobs than in any other industry.
1,Milwaukees problems include 52 percent black male unemployment.
1,Putting three Republicans in my Cabinet...is unprecedented.
0,Six justices on the U.S. Supreme Court have been confirmed in presidential election years since 1912.
1,"When Disney was looking to build Disney World, they came to Miami and we told Disney to take a hike."
0,A bill before the Georgia General Assembly would make presidential candidates meet citizenship requirements that are not in the U.S. Constitution.
0,"Rick Scott ""was forced to resign as the head of a company that pled guilty to massive amounts of systematic fraud, including 14 felonies, leading to a historic $1.7 billion fine."""
1,"In the U.S. Senate, Barack Obama ""has not reached across party lines to get anything significant done."""
1,"If you're a small business and don't ""adopt the health care plan that Senator Obama mandates, he's going to fine you."""
1,"(Jeff) Atwaters busy helping his friends and wasting our tax dollars -- $48 million for a government building so lavish its dubbed the Taj Mahal, $100,000 for a golf musuem, and $110 million to build a private prison to help a big contributor."
1,"We have a guy who is going to be speaker of the House in four years, and his name has been on the ballot one time."
0,"Currently, the intelligence community can collect business records on law-abiding Americans who have no connection to terrorism."
0,Have the suburbs been inundated with former residents of Atlanta housing projects? Absolutely not.
0,The federal tax code has loopholes that are giving incentives for companies that are shipping jobs overseas.
1,The Paul Ryan budget proposal would leave the country without Medicare.
1,92 percent of President Barack Obamas administration has never worked outside government.
1,"Muslims attempted to establish the first Islamic Sharia court inside the United States in the town of Irving, Texas."
0,A majority of drunk driving deaths and injuries are caused by drunk driving offenders with no prior convictions.
0,"Half the kids coming out of college this year cant find a job, or a job thats consistent with a college degree."
1,"There are about 350,000 people who succeed in crossing our borders illegally each year."
1,Obamacare doesnt require members of Congress to abide by the same rules that all of the other Americans do.
1,"Under a bill before the legislature, youd have to go to court to fire an employee."
0,The final pitch of Don Larsens perfect game in the 1956 World Series was a foot and half probably high and outside.
0,Spanish was the first European language spoken in this country.
1,I actually started criticizing the war in Iraq before (Obama) did.
1,On job creation numbers in the latest Start-Up NY report: This is a significant number of overcounts in the compilation that Ive looked at.
0,Says Warren Buffett has publicly said his secretary should not be paying a higher tax rate than him.
0,To vote in Mexico every eligible Mexican citizen has to have a tamper-proof photo-ID card with a thumbprint and an embossed hologram.
0,Education Week rates Ohio schools in the top five in the nation.
0,We created as many jobs in the first six months of this year as we did in all of 2011 and 2011 was the best single year for private-sector job growth since the year 2000.
1,I never once asked that (Megyn Kelly) be removed as a debate moderator.
1,Wisconsin Gov. Scott Walkers budget okays disposing of unclaimed pound dogs to university research facilities.
0,"Among Milwaukee Public Schools students, 86 percent are behind in reading and 80 percent are behind in math."
1,"On how he measures his promise to create 700,000 private-sector jobs in seven years."
1,"Says that in 2015, illegal immigrants accounted for 75 percent of federal drug possession convictions and 5 percent to 30 percent of convictions for murder and kidnapping plus two other crimes."
0,Wisconsin is called the Badger State because our ancestors came here with the hopes of living the American dream by mining.
0,White people control almost 90 percent of the nations wealth.
1,The government will go out and buy my breast pump for my babies.
0,Says Iowa Senate candidate Joni Ernst promises to shut down the Department of Education and abolish the EPA.
1,Under the Obama plan . . . all the health care in this country is eventually going to be run by the government.
0,We spend more money on lobbying than we do on campaigns.
1,Florida seniors are exempt from losing Medicare Advantage under the federal health care bill.
1,"Says when I voted against [an increase in the minimum wage], it was in the 80s."
0,"If Wisconsins governor cuts perquisites as much as he plans to do, it would still leave (workers) better off than their private sector counterparts."
0,Says President Dwight Eisenhower moved 1.5 million illegal immigrants out of this country.
1,You might be surprised to know that 137 billion gallons flows (into Lake Erie) every day. You might be surprised to know that only 86.3 billion gallons flow out. ... Leaving us a net surplus of approximately 50 billion gallons a day.
1,"The head of the IRS ordered 24,000 emails erased before Congress could review them, making sure the American people will never know the real truth."
1,Voter fraud provided a portion of the margin of victory of Democrat John Lehman over Republican Sen. Van Wanggaard in a state Senate recall election.
1,"Public support for abortion is actually going down a little bit, polls show."
1,Says Paul Ryans budget relies on the same $700 billion in savings from Medicare that Mitt Romney and other Republicans have been attacking Democrats about.
1,Phoenix is already one of the kidnapping capitals of the world.
0,Federal law prohibits the growing of industrial hemp in the United States.
1,Senator McCain would pay for part of his (health care) plan by making drastic cuts in Medicare $882-billion worth.
0,"Last year, we saw the first reduction in the federal prison population in 32 years."
0,If you are a federally licensed gun dealer and your license is revoked because youve engaged in misconduct ... your entire inventory under prevailing law is deemed your personal collection. You then can sell it free from any background checks.
1,"Says actor Dwayne The Rock Johnson wore a T-shirt stating: We Stand for the flag, we kneel for the fallen."
0,"Some Republicans who voted against the stimulus ""have been all too happy to claim credit for Recovery Act projects and the jobs those projects have produced. They come to the ribbon cuttings."""
0,Israels per capita income is greater than probably three-fourths of the rest of the world.
1,"Gas prices have never been higher, and Exxon Mobil's profits have never been higher."
1,Idaho was the only Republican-led state in the nation that chose to partner with President Obama by creating a state-based marketplace under the Affordable Care Act.
1,The studies have shown us that [drug testing for welfare recipients] will be saving us money
1,Georgia has the most lax gun laws in the nation.
0,"Trey Radel does not even qualify to drive a Lee County school bus at this point, yet he occupies a seat in Congress."
1,Wisconsin employers have repeatedly said in surveys that our anti-business litigation climate is one of the most important factors affecting their expansion decisions.
1,There is a Republican plan to end Medicare.
0,"With only 67 bills or so passed into law, 2013 was the least productive year in congressional history since weve been keeping record."
1,10 cents on thedollar from the Clinton Foundation goes to charitable causes.
1,Photos prove the Denver light rail system has low ridership.
1,Neighbors of the San Bernardino shooters knew that they were talking about trying to take our country and attack it.
0,Barack Obama voted against born alive legislation in Illinois that was virtually identical to the federal law.
0,"The president referred to the Syrian opposition just a few months ago as pharmacists and doctors, and so on."
1,"In Wisconsin, more than 300,000 people have some kind of addictive gambling problem, whether its pathological or what wed categorize as a problem gambler."
0,"Says President Barack Obama told a room of students, Children, every time I clap my hands together, a child in America dies from gun violence, and then a child told him he could solve the problem by not clapping any more."
1,"Because of the current immigration crisis, Republicans want to repeal a 2008law that President George W. Bush signed and want to be on record as not wanting to protect children from ...sex trafficking."
0,"Fleeing Syria, a million children are now refugees."
0,"Says traffic fatalities have fallen dramatically, even as population has risen. You are more likely to stay alive biking, walking and driving around Portland than you were before he took over the Portland Bureau of Transportation."
0,Says Newt Gingrich aligned with Nancy Pelosi on global warming.
1,"On Tim Kaine: In exchange for campaign contributions, he appointed a radical jihadi to the Virginia Immigration Commission."
1,On fundraising for super PACs
1,More people were killed in the United States last year by tainted food than U.S. troops killed in Iraq and Afghanistan since the wars began.
1,A state bill would end a longstanding requirement that local governments repair highways and sidewalks -- and block injured citizens from suing over neglected maintenance.
1,"The DNC hack showed you that the Clinton campaign was working to schedule (primary) debates against (Bernie) Sanders, and the Clinton campaign is continuing this ploy against Donald Trump."
0,"McCain ""hired some of the biggest lobbyists in Washington to run his campaign."""
1,"Janice Hahn hired hard-core gang members with taxpayer money to be gang-intervention specialists. She even helped them get out of jail, so they could rape and kill again."
0,"(Bill) McCollum also voted for numerous amendments to weaken the legislation, even voting to make trains less accessible to those in wheelchairs."
1,On whether a U.S. Supreme Court nominee should be forthcoming at confirmation hearings.
1,I think we came down here (to Florida) one time ... but we weren't actively fundraising here.
0,"Since that famous day in February where the governor campaigned with Barack Obama on behalf of the stimulus program, 211,000 Floridians have lost their jobs."
1,Says Marco Rubio said that felons should not have their voting rights restored but that convicted felons should be allowed to own guns after they have done their time.
1,"Middle-class families throughout America (would) have to pay $6,000 per year to pay for tax cuts for the wealthy."
0,Twenty-two million jobs were created during Clintons two terms but only 3 million during Bushs.
0,Al-Qaida has grown fourfold in five years.
1,A study of private bail bond systems showed that Wisconsin has a higher no-show rate than other states of defendants skipping court appearances.
0,"In Texas, schools do not even have to teach sex education."
0,On running for the presidency in 2012
1,This (parent trigger) legislation was drafted by President Obamas top advisers. It was drafted by President Clintons top advisers.
1,He (Obama) chairs the subcommittee on Europe. ... He's held not one substantive hearing to do oversight.
1,Says he has a track record of not raising taxes.
1,"Says Houston is home to more doctors, more nurses, more researchers than any other place in the world."
1,Says Gov. Rick Scotts approval ratings are up.
0,Says hes the first Aggie governor of Texas.
1,"The Border Patrol has 20,000 agents more than twice as many as there were in 2004."
0,Department of Veterans Affairs doctors are prohibited from recommending medical marijuana.
0,Says Rick Santorum supported (Arlen) Specter over conservative candidates twice.
0,Undocumented immigrants pay $12 billion of taxes every single year.
0,Less than half of the poorest American households have a home Internet subscription.
0,"Says budget savings by reducing pay and benefits for federal employees total $103 billion over 10 years -- more than $50,000 per worker."
1,Says the federal government borrows almost $60 billion per week.
1,Martin Luther King was a Republican.
1,"The five states that outlaw collective bargaining for teachers all rank below 44th in the nation in test scores, while Wisconsin ranks 2nd."
1,Says Elizabeth Warren lied when she says I want to abolish the Federal Minimum Wage.
0,The average unemployed American has been out of work for almost 40 weeks.
1,"In the 1980s, The lowest income people had the biggest gains."
0,Washington has incentivized the militarization of local police precincts.
0,Spending of government money is 17 percent less than it was a decade ago.
0,We fixed a loophole in the (gun) background record check system so that we could make our commonwealth safer.
0,"Says Sen. Rand Paul, R-Ky., has stated that supporting the right to health care ... means you believe in slavery."
0,"Like Marco Rubio, Sen. Barack Obama had one of the worst attendance records in the Senate."
0,"The religious liberty bill proposed in the Georgia House of Representatives does not specifically exclude corporations, which means they can legally claim a religious exemption."
1,"In the history of Republican primaries, Ive gotten the most votes in the history of the Republican party."
1,Rooting for the Red Sox is like rooting for the drug companies.
0,"If someone is in a room that has measles and leaves and you walk in two hours later, you could get measles from that person."
1,Beer drinking is not allowed in any Illinois state parks.
0,Says an amendment specifying when military members may use deadly force does nothing to change existing rules of engagement for American service members.
1,Says Donald Trump said the government is going to pay for everybody to have health care.
1,The president released all of the oil from the Strategic Oil Reserve.
1,Says Gerald Daugherty is endorsed by the Austin American-Statesman.
1,Say Apples Tim Cook will not do business with Indiana.
0,The city of Atlanta has either the highest or second-highest average water bills in the country.
0,"Says Rick Scott cut education to pay for even more tax breaks for big, powerful, well-connected corporations."
1,None of $400 million the City of Austin proposes to spend on road projects will be used to add new lanes to congested roadways.
1,The @nytimes sent a letter to their subscribers apologizing for their BAD coverage of me.
1,The fiscal cliff agreement was the largest tax increase in history.
0,Wisconsins 6th congressional district has more manufacturing jobs than almost any other in the nation.
1,Says Jim Renacci opposed increasing combat bonuses for our troops.
1,"After Sandy Hook, Ted Cruz stopped Obamas push for new gun control laws."
1,"In the past, President Obama has refused to meet with representatives from Cuban exile organizations."
0,"Under Barack Obama's health care proposal, ""if you've got a health care plan that you like, you can keep it."""
1,Says Saddam Hussein had a 10-year relationship with al-Qaida.
1,The insurance industry is actually run by mostly Democrats.
0,"By the end of Governor Rick Perry's term, he will have drained Texas taxpayers ... of more than $360,000 to pay for the rental mansion he has been living in while the historic Governor's Mansion is repaired."
0,Jim Renacci tried to avoid paying taxes on nearly $14 million that he made.
1,"For the new state budget, ""Floridians have sent us $3 billion less of their funding."""
1,Says many public-employee unions falsely told their Wisconsin members his budget-repair bill sought 12 percent to 13 percent of their incomes for health insurance premiums.
0,Says Oregon is near the top or at the top of the list when it comes to capital gains tax
0,"Donna Shalala left me with 12 million doses of smallpox vaccine and I created enough to vaccinate every man, woman and child against smallpox in America."
1,Says President Franklin Delano Roosevelt sent his advisers to study socialism with Soviet dictator Josef Stalin so the president could replicate it in the United States.
0,Says the Portland Childrens Levy holds its administrative expenses to less than 5 percent.
1,"West has raised $2 million from those that would leave our beaches in ruins, end Social Security and Medicare, and give corporations free reign."
0,Its taken more time to complete the Towpath Trail than it did to build the (Ohio Erie) Canal.
1,"Says under Oregon law, girls from 15 years of age and up are given complete control over whether to be sterilized or not."
1,"Most young Americans right now, theyre not covered by health insurance."
1,"Because of Obamacare, over the last two years, health care premiums have gone up -- its true -- but theyve gone up slower than any time in the last 50 years."
1,Repealing Obamacare saves our nation more than $2 trillion.
1,On raising taxes.
1,She hasn't run a corner store. She hasn't run a state. She hasn't run a city. She has never run anything.
1,One out of five of our children live in a family thats on food stamps.
1,Says President Abraham Lincoln enforced the Fugitive Slave Act until the Civil War ended.
1,Says Obama is only president in history who has deliberately removed the words endowed by their Creator when referring to the Declaration of Independence.
1,"In the past 20 years, Egypt has made great strides in political and democratic reform."
1,On public financing of his campaign.
0,"Before I was governor, tuition was skyrocketing and we stopped that. We capped and then we froze college tuition."
1,There are no earmarks in the stimulus bill.
1,"Says, The Democrats proposed budget is also balanced by using more in new tax revenue than in total PERS reform or savings."
1,"I just talked about guns. I told you what my position was, and what I did as governor, the fact that I received the endorsement of the NRA."
0,New Hampshire is currently the only state in the nation that does not have a full-service veterans hospital or equivalent access.
0,Massachusetts Sen. Scott Brown shows someone can be bipartisan in Congress because he votes about 66 percent with his own party.
1,Georgia has a well-deserved reputation for setting the gold standard for food safety.
1,The California governor says yes to poisoning more children with mercury and aluminum in vaccines.
0,"Nobody has played clips over and over ...of President Obama (saying), If they bring a knife to the fight, well bring a gun."
1,Almost 95 percent of all (Planned Parenthood) pregnancy services were abortions.
1,Says Barack Obama promised he would cut the deficit in half but didnt.
0,"Right now, here in Texas, wind power is already cheaper than dirty fossil fuels."
1,"I am the only person in this field who is against amnesty. Every other person in this field wants to allow people who are here illegally to be able to stay here, in one form or another."
0,Wisconsin is below the national average in wage growth and job growth.
0,"We have lost 600,000 jobs over the period of the last 10 years. Only Michigan and California have done worse."
1,"Says Hillary Clinton was asked repeatedly to provide security in Benghazi on several occasions, including direct cables."
1,The St. Norbert College/Wisconsin Public Radio poll has been wrong in almost every election.
1,Close to 30% of our federal prison population consists of illegal immigrants.
1,Says Donald Trump has the second-highest disapproval ratings of anyone running for president.
0,Wisconsins dead last in Midwest job growth.
0,We now have the greatest income inequality since the Great Depression.
1,Roughly 700 Georgians die needlessly each year because they are too far from a trauma center.
1,Wisconsin ranks 48th out of all 50 states in venture capital investment.
1,United States students are achieving at number 25 out of 29 developing countries when it comes to science and math.
0,"The United States is ""seeing greater income inequality now than any time since the 1920s."""
0,"If you are going to kill the families of terrorists, realize that theres something called the Geneva Convention were going to have to pull out of."
0,The hour of sleep you lose during the change to daylight saving time might initially pose some health risks.
0,"We were one of the first states in the U.S. to build sewers, to bring the treatment plant on line."
0,Five percent of Americans pay over half the income taxes in this country. Forty percent of Americans pay no income taxes at all.
0,"The U.S. unemployment rate has remained above 8 percent for 43 consecutive months, the longest stretch since the Great Depression."
1,"The 90 percent statistic ofsupporting background checks, thats been debunked."
1,Debbie Jackow unlike her opponent ...WILL NOT de-fund the 20/20 land program.
1,For every single scientist that tells you (global warming is) happening and that its our fault...I can stack up another group of reports that say just the opposite.
1,Says the government wants to require farm tractor drivers to hold commercial drivers licenses even if theyre just crossing a single public road.
1,The presence of gorillas calls into question the concept of evolution.
0,"In Harrisburg, I passed more bills than all the Democrats combined, in terms of legislation affecting the city."
1,The President wants the U.S. to sign on to the U.N.s International Criminal Court.
1,"Says 13 Texas universities have announced or implemented a $10,000 degree."
0,The 12 hottest years on record have come in the last 15 years.
0,Hillary Clinton in 2005 co-sponsored legislation that would jail flag burners.
1,The Southern Baptist Convention voted 13 years ago that women were inferior and had to be subservient to their husbands.
0,The last time Republican U.S. Senate candidates beat more than two (incumbents) was 1980.
1,"Says the Internal Revenue Service estimated it must hire 16,500 agents at a cost of $10 billion to the taxpayer to enforce the federal health care overhaul."
0,Says judges get better benefits at a lower cost than everybody else in the state.
1,On oil drilling off Virginias coast.
0,"In his first TV interview as president, Obama said we should talk to Iran."
0,"At the 50 Milwaukee schools serving at least 80% African-American and at least 80% low income students, the reading proficiency is 8%."
1,"If lawmakers fail to avert the fiscal cliff, 18 percent of the federal money that is sent to the states will be eliminated."
0,Says every school will be negatively impacted if Education Stability Fund is not tapped.
1,Says Hillary Clinton spent 30 days in the hospital in 2012 and appeared wearing glasses that are only for people who have traumatic brain injury.
1,Dan Branch once lobbied for the AFL-CIO.
1,The newly proposed House Republican budget abolishes Medicare within 10 years.
0,Says President Franklin Delano Roosevelt felt there wasnt a need in the public sector to have collective bargaining because the government is the people.
0,Things went wrong with the Medicare prescription D plan that George Bush rolled out.
1,Financed the largest parking expansion program without a rate increase.
1,On changing the rules for filibusters on presidential nominees
0,Says Dick Cheney supported gay marriage soonerthan Hillary Clinton.
1,On a cap-and-trade plan.
1,"Says Supreme Court nominee Merrick Garlandvoted, so the folks know, in Washington, D.C., to keep guns away from private citizens."
1,"I had previously said that NATO was obsolete because it failed to deal adequately with terrorism. Since my comments, they have changed their policy and now have a new division focused on terror threats."
1,"We continue to see these isolated incidents of people trying to vote five, six times a day."
0,Says a Lubbock terror suspects alleged plan to use baby dolls to conceal chemical explosives is similar to a 1995 plot to blow up 12 jumbo jets over the Pacific Ocean.
0,Says Mitt Romney flip-flopped on abortion.
1,"NATO is opening up a major terror division. ... Im sure Im not going to get credit for it, but that was largely because of what I was saying and my criticism of NATO."
0,Says wrestling was a favorite sport of Abraham Lincoln.
1,"President Obama was saying success is the result of government, not hard-working people, when he said, If youve got a business, you didnt build that. Somebody else made that happen."
0,Rhode Island has the the second-most heavily deployed National Guard in the United States.
1,"Last year, ExxonMobil made $19 billion in profit. Guess what. They paid zero in taxes. They got a $156 million refund from the IRS."
0,"When these [undocumented] students graduate from college, theyre still illegal aliens. They cannot get a job."
1,Seventy percent of Americans dont have a college degree.
1,"Says that in 2007, Oregon ranked 25th -- or 7th from the bottom -- in percentage of children with untreated decay compared to 32 other states with similar data."
1,Says the unemployment rate for college graduates is 4.4 percent and over 10 percent for noncollege-educated.
1,"The State Election Board has issued nearly $275,000 in fines to violators of absentee ballot laws."
1,Says Scott Walker says he would ban stem cell research
1,On support for gay marriage.
0,"FIFA pressured Brazil into passing a so-called Budweiser bill, allowing beer sales in soccer stadiums."
0,(GM and Chrysler) repaid their loans.
0,In Malaysia many of the workers are indentured servants because their passports are taken away when they come into this country and are working in slave-like conditions.
0,A Democratic poll operation shows that Fox News is the most trusted news operation in the country.
0,"In fact New Jersey is a donor state, we get 61 cents back on every dollar we send to Washington. And interestingly Kentucky gets $1.51 on every dollar they send to Washington."
1,Says Jeb Bush has released 10 percent of his emails.
1,Says Donald Trumps proposed tax treatment of hedge fund managers makes the current loophole even worse.
0,Says Oregon ranks 30th in the nation with regard to its incarceration rate.
1,20 percent of the time (smart guns) wont work.
0,"Rick Scott's former health care company, Columbia/HCA, committed ""fraud."""
1,Sixty-percent of the state retirees...dont get Social Security.
1,Says Terry McAuliffe opposes Virginias right-to-work law.
1,Says Scott Walker runs a state government that bans employees from talking about climate change.
1,Georgia is one of only about seven states in the country that has a AAA bond rating.
1,"Health care reform: Everything about it is going to raise costs, raise taxes and lower the quality of health care."
0,"After today, @GovJayNixon will have been overridden more times than all previous governors in #MO history #moleg"
1,"18 percent of our land in our state right now is either federally, state or county owned for conservation purposes."
0,Members of the public are being charged $50 to hear Gov. Scott Walker and a dozen members of his administration talk about jobs and the economy at Lambeau Field.
0,Says his sons were targeted on Facebook by out-of-state protesters.
1,Seventy percent of the people in the state of New Jersey want marriage equality.
0,Gingrich supported individual health insurance mandates.
1,Says Milwaukee County district attorney candidate Verona Swanigan has worked as a prosecutor.
1,"For [GM] to pay back everything it owes, it would have to sell its shares at $143 a share . . . where the highest value of a General Motors share ever was $43, $44, $46, whatever the dollars were . . ."
0,Greece has a GDP the size of the Dallas-Fort Worth Metroplex.
1,"Under this tax cut, middle-class families dont save enough for a weeks worth of groceries, while millionaires save enough to go on an exotic vacation."
1,"What we have now is the most generous, in my opinion, good time bill in the entire United States."
1,I dont think the argument can be credibly made that the United States of America is undertaxed compared to our competitors.
1,The Texas Constitution still contains Jim Crow provisions about the poll tax and restrictions on women having the right to vote.
0,Six of Georgias counties have no lawyers at all.
0,People have actually broken down the transcripts for oral arguments and (Antonin Scalia) told more jokes and got more laughs than any of the other justices.
1,Says Gina Raimondos venture capital firm secured a secret no-bid contract funded by taxpayers.
0,Democratic candidate Jeff Greene ran for Congress as a California Republican.
0,"The president has added close to 68,000 troops in the last year, since he came into office, not just the 30,000 you hear, but the others that were added before that."
0,"There has never been a death caused by a [commercial nuclear] reactor in the United States, even when Three Mile Island failed in the 1970s."
1,Says President Obama was proposing pinprick strikes for military intervention in Syria.
1,Bill McCollum on the Arizona immigration law.
1,On repeal of Wisconsins smoking ban
0,"In just a few decades, Social Security, Medicare and Medicaid, other mandatory spending programs, and paying interest due on the debt will eclipse our entire budget."
0,The number of terrorists out there has doubled.
0,We havent passed a budget in more than three years and not a single appropriations bill has been brought to the floor this year.
1,Nine hundred people have been fired since I became secretary (of Veterans Affairs). Weve got 60 people that we fired who have manipulated wait times.
0,"Says the Pentagon has never passed a financial audit. In fact, the Pentagon is exempt from a federal law that requires all federal agencies to complete annual audits."
0,On supporting the Supreme Court abortion decision Roe v. Wade
1,"In Wisconsin, teachers make $89,000 in salary and benefits, compared to $48,000 for all other workers in the United States."
1,"Most of the stimulus money will be spent not this year, not next year, but in 2011."
1,You will learn more about Donald Trump by going down to the Federal Elections to see the financial disclosure form than by looking at tax returns.
0,Every child in Colorado who has been given medical marijuana for treatment for seizures has had diminished seizure activity.
0,"When Social Security started, age expectancy for the average man was 58. It was 62 -- 62 for women."
1,"The Chilean privatization scheme that Sharron Angle supports has resulted in hidden fees, fewer benefits, and millions of people with no coverage."
0,"Many state and federal agencies have such navigators involved in helping folks maneuver through the often complex processes associated with filing benefits claims, for example -- even buying health insurance."
1,Says Ron Wyden spent $2 million to study exotic ants.
0,Governor Palin is the most popular governor in the country.
1,Says Barack Obama promised gasoline at $2.50 a gallon.
1,We actually made history in 2010. We came the closest in 24 years to defeating Frank Pallone.
1,A $300 million stimulus allocation to Wisconsin has led to the creation of tens of thousands of jobs in every corner of this state.
1,Michelle Nunn has praised the Occupy movement.
0,"The DeWine campaign is receiving money from so many more people.(Cordrays) money is coming almost exclusively from the party, labor unions, and special counsel that he has given business to."
1,"In every poll, John Cornyn always loses to any conservative the voters have heard about."
0,Says local Texas chambers of commerce were granted exemptions from paying property taxes on their headquarter properties.
0,Says he is the only candidate in the race for Clackamas County Chair who will refuse to join the Public Employees Retirement System.
1,One-third of the gasoline is purchased by out-of-state people in Virginia
0,An effort to repeal voting-reform legislation would be the first time in Ohio history where a bill has been passed to stop a referendum.
0,"Over the past eight years, the United States has reduced our total carbon pollution more than any other nation on Earth."
0,Our reserves are now in much better shape than they were just a few years ago.
1,"Says Obama called Israel ""a constant sore"" that infects U.S. foreign policy."
1,Langevin has been the most reliable vote for Speaker Pelosi.
1,Says that Sherrod Brown voted to cut Medicare by over $500 billion in order to fund government-run health care.
1,We have more kids take the SAT than any other state in the nation. I mean a high percentage of our kids take the SAT.
1,Says 80 percent of the health care dollars are spent by 20 percent of the population.
1,"As we near the 10th anniversary of the 9/11 terrorist attacks, we should not forget that some of the hijackers used New Jersey drivers licenses to board those aircraft."
